Month,Prov,Immig,Char,Sex,Age,No degree,Highschoolgraduate,Postsecondary,University,Above bachelor degree
10-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Female,  15-24,-,-,0,-,-
10-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Female,  25 Years +,-,0,0,0,0
10-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Female,  25-64,-,0,0,0,0
10-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Female,  55 Years +,-,-,0,-,-
10-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Male,15 Years +,6,7,8,5,3
10-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  15-24,4,4,0,0,0
10-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  25 Years +,0,3,7,5,2
10-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  25-64,0,0,6,4,2
10-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  55 Years +,0,0,3,0,0
10-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Female,15 Years +,11,6,7,15,4
10-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  15-24,3,0,2,5,0
10-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25 Years +,7,5,5,10,3
10-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25-64,4,4,5,9,3
10-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,5,3,2,2,0
10-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,0,20,0,8,0
10-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  15-24,0,0,0,0,-
10-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,-,23,0,0,0
10-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25-64,-,24,0,0,0
10-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,-,0,-,0,0
10-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,-,0,0,0,0
10-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  15-24,-,-,0,-,-
10-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,-,0,0,0,0
10-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25-64,-,0,0,0,0
10-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,-,-,0,-,-
10-Jan,Ontario,  Non-landed immigrants,Employment rate,  Male,15 Years +,26,55,59,74,74
10-Jan,Ontario,  Non-landed immigrants,Employment rate,  Male,  15-24,0,36,0,0,0
10-Jan,Ontario,  Non-landed immigrants,Employment rate,  Male,  25 Years +,0,63,60,75,75
10-Jan,Ontario,  Non-landed immigrants,Employment rate,  Male,  25-64,0,70,64,79,74
10-Jan,Ontario,  Non-landed immigrants,Employment rate,  Male,  55 Years +,0,0,45,62,0
10-Jan,Ontario,  Non-landed immigrants,Employment rate,  Female,15 Years +,39,53,72,57,68
10-Jan,Ontario,  Non-landed immigrants,Employment rate,  Female,  15-24,0,0,57,37,0
10-Jan,Ontario,  Non-landed immigrants,Employment rate,  Female,  25 Years +,47,52,75,62,66
10-Jan,Ontario,  Non-landed immigrants,Employment rate,  Female,  25-64,54,59,76,63,70
10-Jan,Ontario,  Non-landed immigrants,Employment rate,  Female,  55 Years +,32,41,0,53,0
10-Feb,Canada,  Total Landed immigrants,  Labour force,  Male,15 Years +,204,377,578,740,289
10-Feb,Canada,  Total Landed immigrants,  Labour force,  Male,  15-24,34,36,27,14,2
10-Feb,Canada,  Total Landed immigrants,  Labour force,  Male,  25 Years +,170,341,551,726,287
10-Feb,Canada,  Total Landed immigrants,  Labour force,  Male,  25-64,155,325,522,691,269
10-Feb,Canada,  Total Landed immigrants,  Labour force,  Male,  55 Years +,65,87,134,170,81
10-Feb,Canada,  Total Landed immigrants,  Labour force,  Female,15 Years +,159,352,564,623,205
10-Feb,Canada,  Total Landed immigrants,  Labour force,  Female,  15-24,25,31,28,16,3
10-Feb,Canada,  Total Landed immigrants,  Labour force,  Female,  25 Years +,134,321,536,607,202
10-Feb,Canada,  Total Landed immigrants,  Labour force,  Female,  25-64,126,307,524,596,197
10-Feb,Canada,  Total Landed immigrants,  Labour force,  Female,  55 Years +,48,83,116,101,38
10-Feb,Canada,  Total Landed immigrants,    Employment,  Male,15 Years +,172,332,530,678,269
10-Feb,Canada,  Total Landed immigrants,    Employment,  Male,  15-24,22,27,22,12,2
10-Feb,Canada,  Total Landed immigrants,    Employment,  Male,  25 Years +,149,304,507,666,267
10-Feb,Canada,  Total Landed immigrants,    Employment,  Male,  25-64,136,289,480,632,249
10-Feb,Canada,  Total Landed immigrants,    Employment,  Male,  55 Years +,55,80,124,160,76
10-Feb,Canada,  Total Landed immigrants,    Employment,  Female,15 Years +,133,319,520,568,190
10-Feb,Canada,  Total Landed immigrants,    Employment,  Female,  15-24,22,25,24,15,3
10-Feb,Canada,  Total Landed immigrants,    Employment,  Female,  25 Years +,111,294,496,553,187
10-Feb,Canada,  Total Landed immigrants,    Employment,  Female,  25-64,105,281,485,541,182
10-Feb,Canada,  Total Landed immigrants,    Employment,  Female,  55 Years +,42,77,110,95,37
10-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Male,15 Years +,143,293,476,612,244
10-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Male,  15-24,9,16,12,10,0
10-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Male,  25 Years +,133,278,464,603,243
10-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Male,  25-64,123,268,445,580,230
10-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Male,  55 Years +,46,69,107,136,66
10-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Female,15 Years +,94,242,401,458,151
10-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Female,  15-24,6,10,15,10,3
10-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Female,  25 Years +,88,232,386,447,149
10-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Female,  25-64,84,223,380,443,147
10-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Female,  55 Years +,32,57,81,70,25
10-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Male,15 Years +,29,39,53,65,25
10-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Male,  15-24,13,12,10,2,0
10-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Male,  25 Years +,16,27,43,63,25
10-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Male,  25-64,12,21,35,52,19
10-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Male,  55 Years +,9,11,16,24,11
10-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Female,15 Years +,39,77,119,111,39
10-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Female,  15-24,15,15,9,5,0
10-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Female,  25 Years +,23,62,110,106,39
10-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Female,  25-64,20,57,105,99,36
10-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Female,  55 Years +,10,20,30,26,12
10-Feb,Canada,  Total Landed immigrants,    Unemployment,  Male,15 Years +,32,45,49,62,21
10-Feb,Canada,  Total Landed immigrants,    Unemployment,  Male,  15-24,12,8,5,2,0
10-Feb,Canada,  Total Landed immigrants,    Unemployment,  Male,  25 Years +,20,37,44,60,20
10-Feb,Canada,  Total Landed immigrants,    Unemployment,  Male,  25-64,19,36,43,59,20
10-Feb,Canada,  Total Landed immigrants,    Unemployment,  Male,  55 Years +,10,7,10,10,5
10-Feb,Canada,  Total Landed immigrants,    Unemployment,  Female,15 Years +,26,33,44,55,15
10-Feb,Canada,  Total Landed immigrants,    Unemployment,  Female,  15-24,4,6,3,0,-
10-Feb,Canada,  Total Landed immigrants,    Unemployment,  Female,  25 Years +,22,27,41,54,15
10-Feb,Canada,  Total Landed immigrants,    Unemployment,  Female,  25-64,22,26,39,54,15
10-Feb,Canada,  Total Landed immigrants,    Unemployment,  Female,  55 Years +,6,5,6,5,0
10-Feb,Canada,  Total Landed immigrants,  Not in labour force,  Male,15 Years +,296,169,236,185,80
10-Feb,Canada,  Total Landed immigrants,  Not in labour force,  Male,  15-24,60,20,12,5,2
10-Feb,Canada,  Total Landed immigrants,  Not in labour force,  Male,  25 Years +,237,149,223,180,79
10-Feb,Canada,  Total Landed immigrants,  Not in labour force,  Male,  25-64,56,70,76,90,36
10-Feb,Canada,  Total Landed immigrants,  Not in labour force,  Male,  55 Years +,210,110,188,122,56
10-Feb,Canada,  Total Landed immigrants,  Not in labour force,  Female,15 Years +,491,325,265,245,75
10-Feb,Canada,  Total Landed immigrants,  Not in labour force,  Female,  15-24,44,19,13,8,0
10-Feb,Canada,  Total Landed immigrants,  Not in labour force,  Female,  25 Years +,447,305,252,236,74
10-Feb,Canada,  Total Landed immigrants,  Not in labour force,  Female,  25-64,141,154,135,165,50
10-Feb,Canada,  Total Landed immigrants,  Not in labour force,  Female,  55 Years +,377,210,171,107,36
10-Feb,Canada,  Total Landed immigrants,Unemployment rate,  Male,15 Years +,16,12,8,8,7
10-Feb,Canada,  Total Landed immigrants,Unemployment rate,  Male,  15-24,35,23,18,16,0
10-Feb,Canada,  Total Landed immigrants,Unemployment rate,  Male,  25 Years +,12,11,8,8,7
10-Feb,Canada,  Total Landed immigrants,Unemployment rate,  Male,  25-64,12,11,8,9,7
10-Feb,Canada,  Total Landed immigrants,Unemployment rate,  Male,  55 Years +,15,8,8,6,6
10-Feb,Canada,  Total Landed immigrants,Unemployment rate,  Female,15 Years +,16,10,8,9,7
10-Feb,Canada,  Total Landed immigrants,Unemployment rate,  Female,  15-24,14,19,12,0,-
10-Feb,Canada,  Total Landed immigrants,Unemployment rate,  Female,  25 Years +,17,9,8,9,7
10-Feb,Canada,  Total Landed immigrants,Unemployment rate,  Female,  25-64,17,9,8,9,8
10-Feb,Canada,  Total Landed immigrants,Unemployment rate,  Female,  55 Years +,13,6,5,5,0
10-Feb,Canada,  Total Landed immigrants,Employment rate,  Male,15 Years +,34,61,65,73,73
10-Feb,Canada,  Total Landed immigrants,Employment rate,  Male,  15-24,24,49,56,63,49
10-Feb,Canada,  Total Landed immigrants,Employment rate,  Male,  25 Years +,37,62,66,74,73
10-Feb,Canada,  Total Landed immigrants,Employment rate,  Male,  25-64,64,73,80,81,82
10-Feb,Canada,  Total Landed immigrants,Employment rate,  Male,  55 Years +,20,41,38,55,56
10-Feb,Canada,  Total Landed immigrants,Employment rate,  Female,15 Years +,21,47,63,66,68
10-Feb,Canada,  Total Landed immigrants,Employment rate,  Female,  15-24,31,50,59,62,69
10-Feb,Canada,  Total Landed immigrants,Employment rate,  Female,  25 Years +,19,47,63,66,68
10-Feb,Canada,  Total Landed immigrants,Employment rate,  Female,  25-64,39,61,74,71,74
10-Feb,Canada,  Total Landed immigrants,Employment rate,  Female,  55 Years +,10,26,38,46,50
10-Feb,Canada,  Non-landed immigrants,  Labour force,  Male,15 Years +,11,33,40,68,25
10-Feb,Canada,  Non-landed immigrants,  Labour force,  Male,  15-24,5,6,4,3,0
10-Feb,Canada,  Non-landed immigrants,  Labour force,  Male,  25 Years +,6,27,36,65,25
10-Feb,Canada,  Non-landed immigrants,  Labour force,  Male,  25-64,6,26,35,64,25
10-Feb,Canada,  Non-landed immigrants,  Labour force,  Male,  55 Years +,0,3,3,7,2
10-Feb,Canada,  Non-landed immigrants,  Labour force,  Female,15 Years +,11,21,45,61,19
10-Feb,Canada,  Non-landed immigrants,  Labour force,  Female,  15-24,3,4,9,6,0
10-Feb,Canada,  Non-landed immigrants,  Labour force,  Female,  25 Years +,8,17,37,55,19
10-Feb,Canada,  Non-landed immigrants,  Labour force,  Female,  25-64,8,17,37,53,19
10-Feb,Canada,  Non-landed immigrants,  Labour force,  Female,  55 Years +,2,3,3,5,2
10-Feb,Canada,  Non-landed immigrants,    Employment,  Male,15 Years +,8,28,36,61,24
10-Feb,Canada,  Non-landed immigrants,    Employment,  Male,  15-24,3,5,3,2,0
10-Feb,Canada,  Non-landed immigrants,    Employment,  Male,  25 Years +,5,23,33,59,24
10-Feb,Canada,  Non-landed immigrants,    Employment,  Male,  25-64,5,23,33,58,24
10-Feb,Canada,  Non-landed immigrants,    Employment,  Male,  55 Years +,0,2,3,7,2
10-Feb,Canada,  Non-landed immigrants,    Employment,  Female,15 Years +,10,19,43,57,19
10-Feb,Canada,  Non-landed immigrants,    Employment,  Female,  15-24,3,3,8,6,0
10-Feb,Canada,  Non-landed immigrants,    Employment,  Female,  25 Years +,8,16,35,52,18
10-Feb,Canada,  Non-landed immigrants,    Employment,  Female,  25-64,7,16,35,50,18
10-Feb,Canada,  Non-landed immigrants,    Employment,  Female,  55 Years +,2,3,3,5,2
10-Feb,Canada,  Non-landed immigrants,       Full-time employment,  Male,15 Years +,6,27,33,55,22
10-Feb,Canada,  Non-landed immigrants,       Full-time employment,  Male,  15-24,0,4,2,2,0
10-Feb,Canada,  Non-landed immigrants,       Full-time employment,  Male,  25 Years +,5,23,31,53,22
10-Feb,Canada,  Non-landed immigrants,       Full-time employment,  Male,  25-64,5,22,31,53,22
10-Feb,Canada,  Non-landed immigrants,       Full-time employment,  Male,  55 Years +,0,2,3,6,2
10-Feb,Canada,  Non-landed immigrants,       Full-time employment,  Female,15 Years +,6,14,35,45,17
10-Feb,Canada,  Non-landed immigrants,       Full-time employment,  Female,  15-24,0,2,5,4,0
10-Feb,Canada,  Non-landed immigrants,       Full-time employment,  Female,  25 Years +,5,13,30,42,16
10-Feb,Canada,  Non-landed immigrants,       Full-time employment,  Female,  25-64,5,13,30,41,16
10-Feb,Canada,  Non-landed immigrants,       Full-time employment,  Female,  55 Years +,2,3,3,3,2
10-Feb,Canada,  Non-landed immigrants,       Part-time employment,  Male,15 Years +,2,0,3,6,2
10-Feb,Canada,  Non-landed immigrants,       Part-time employment,  Male,  15-24,2,0,0,0,-
10-Feb,Canada,  Non-landed immigrants,       Part-time employment,  Male,  25 Years +,0,0,2,6,2
10-Feb,Canada,  Non-landed immigrants,       Part-time employment,  Male,  25-64,0,0,2,6,2
10-Feb,Canada,  Non-landed immigrants,       Part-time employment,  Male,  55 Years +,0,-,0,0,0
10-Feb,Canada,  Non-landed immigrants,       Part-time employment,  Female,15 Years +,4,4,8,12,2
10-Feb,Canada,  Non-landed immigrants,       Part-time employment,  Female,  15-24,2,2,3,2,0
10-Feb,Canada,  Non-landed immigrants,       Part-time employment,  Female,  25 Years +,3,3,5,10,2
10-Feb,Canada,  Non-landed immigrants,       Part-time employment,  Female,  25-64,2,3,5,9,2
10-Feb,Canada,  Non-landed immigrants,       Part-time employment,  Female,  55 Years +,0,0,0,2,0
10-Feb,Canada,  Non-landed immigrants,    Unemployment,  Male,15 Years +,3,5,4,7,0
10-Feb,Canada,  Non-landed immigrants,    Unemployment,  Male,  15-24,2,0,0,0,-
10-Feb,Canada,  Non-landed immigrants,    Unemployment,  Male,  25 Years +,0,4,3,5,0
10-Feb,Canada,  Non-landed immigrants,    Unemployment,  Male,  25-64,0,4,3,5,0
10-Feb,Canada,  Non-landed immigrants,    Unemployment,  Male,  55 Years +,0,0,0,0,0
10-Feb,Canada,  Non-landed immigrants,    Unemployment,  Female,15 Years +,0,2,2,4,0
10-Feb,Canada,  Non-landed immigrants,    Unemployment,  Female,  15-24,0,0,0,0,-
10-Feb,Canada,  Non-landed immigrants,    Unemployment,  Female,  25 Years +,0,0,2,3,0
10-Feb,Canada,  Non-landed immigrants,    Unemployment,  Female,  25-64,0,0,2,3,0
10-Feb,Canada,  Non-landed immigrants,    Unemployment,  Female,  55 Years +,-,0,0,-,-
10-Feb,Canada,  Non-landed immigrants,  Not in labour force,  Male,15 Years +,17,16,15,19,8
10-Feb,Canada,  Non-landed immigrants,  Not in labour force,  Male,  15-24,12,8,4,3,0
10-Feb,Canada,  Non-landed immigrants,  Not in labour force,  Male,  25 Years +,5,8,11,17,8
10-Feb,Canada,  Non-landed immigrants,  Not in labour force,  Male,  25-64,3,5,9,13,6
10-Feb,Canada,  Non-landed immigrants,  Not in labour force,  Male,  55 Years +,3,4,5,6,3
10-Feb,Canada,  Non-landed immigrants,  Not in labour force,  Female,15 Years +,25,17,18,33,9
10-Feb,Canada,  Non-landed immigrants,  Not in labour force,  Female,  15-24,10,2,5,10,0
10-Feb,Canada,  Non-landed immigrants,  Not in labour force,  Female,  25 Years +,15,14,13,24,8
10-Feb,Canada,  Non-landed immigrants,  Not in labour force,  Female,  25-64,6,11,11,21,7
10-Feb,Canada,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,11,6,4,5,2
10-Feb,Canada,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,28,15,10,10,0
10-Feb,Canada,  Non-landed immigrants,Unemployment rate,  Male,  15-24,39,0,0,0,-
10-Feb,Canada,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,0,15,8,8,0
10-Feb,Canada,  Non-landed immigrants,Unemployment rate,  Male,  25-64,0,15,8,8,0
10-Feb,Canada,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,0,0,0,0,0
10-Feb,Canada,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,0,8,5,6,0
10-Feb,Canada,  Non-landed immigrants,Unemployment rate,  Female,  15-24,0,0,0,0,-
10-Feb,Canada,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,0,0,4,6,0
10-Feb,Canada,  Non-landed immigrants,Unemployment rate,  Female,  25-64,0,0,4,6,0
10-Feb,Canada,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,-,0,0,-,-
10-Feb,Canada,  Non-landed immigrants,Employment rate,  Male,15 Years +,29,57,66,71,72
10-Feb,Canada,  Non-landed immigrants,Employment rate,  Male,  15-24,18,37,41,37,0
10-Feb,Canada,  Non-landed immigrants,Employment rate,  Male,  25 Years +,46,66,70,73,72
10-Feb,Canada,  Non-landed immigrants,Employment rate,  Male,  25-64,55,72,74,77,78
10-Feb,Canada,  Non-landed immigrants,Employment rate,  Male,  55 Years +,0,26,37,50,38
10-Feb,Canada,  Non-landed immigrants,Employment rate,  Female,15 Years +,29,51,68,61,65
10-Feb,Canada,  Non-landed immigrants,Employment rate,  Female,  15-24,20,53,56,37,0
10-Feb,Canada,  Non-landed immigrants,Employment rate,  Female,  25 Years +,34,51,71,66,66
10-Feb,Canada,  Non-landed immigrants,Employment rate,  Female,  25-64,51,57,73,67,69
10-Feb,Canada,  Non-landed immigrants,Employment rate,  Female,  55 Years +,15,34,39,53,47
10-Feb,Ontario,  Total Landed immigrants,  Labour force,  Male,15 Years +,101,216,306,403,157
10-Feb,Ontario,  Total Landed immigrants,  Labour force,  Male,  15-24,18,20,12,6,0
10-Feb,Ontario,  Total Landed immigrants,  Labour force,  Male,  25 Years +,82,196,294,397,157
10-Feb,Ontario,  Total Landed immigrants,  Labour force,  Male,  25-64,74,186,279,378,145
10-Feb,Ontario,  Total Landed immigrants,  Labour force,  Male,  55 Years +,36,51,72,98,48
10-Feb,Ontario,  Total Landed immigrants,  Labour force,  Female,15 Years +,80,207,307,336,103
